Question,Answer
"In 1994, Australia consumed how much of coal in terms of TWh?",468.26 TWh
"In 1995, Australia consumed how much of coal in terms of TWh?",484.17 TWh
"In 1996, Australia consumed how much of coal in terms of TWh?",503.96 TWh
"In 1997, Australia consumed how much of coal in terms of TWh?",529.46 TWh
"In 1998, Australia consumed how much of coal in terms of TWh?",553.08 TWh
"In 1999, Australia consumed how much of coal in terms of TWh?",587.44 TWh
"In 2000, Australia consumed how much of coal in terms of TWh?",591.66 TWh
"In 2001, Australia consumed how much of coal in terms of TWh?",585.69 TWh
"In 2002, Australia consumed how much of coal in terms of TWh?",598.87 TWh
"In 2003, Australia consumed how much of coal in terms of TWh?",616.02 TWh
"In 2004, Australia consumed how much of coal in terms of TWh?",641.92 TWh
"In 2005, Australia consumed how much of coal in terms of TWh?",638.22 TWh
"In 2006, Australia consumed how much of coal in terms of TWh?",655.50 TWh
"In 2007, Australia consumed how much of coal in terms of TWh?",649.80 TWh
"In 2008, Australia consumed how much of coal in terms of TWh?",677.29 TWh
"In 2009, Australia consumed how much of coal in terms of TWh?",654.86 TWh
"In 2010, Australia consumed how much of coal in terms of TWh?",607.39 TWh
"In 2011, Australia consumed how much of coal in terms of TWh?",592.06 TWh
"In 2012, Australia consumed how much of coal in terms of TWh?",554.47 TWh
"In 2013, Australia consumed how much of coal in terms of TWh?",526.24 TWh
"In 2014, Australia consumed how much of coal in terms of TWh?",521.89 TWh
"In 2015, Australia consumed how much of coal in terms of TWh?",540.41 TWh
"In 2016, Australia consumed how much of coal in terms of TWh?",540.06 TWh
"In 2017, Australia consumed how much of coal in terms of TWh?",521.53 TWh
"In 2018, Australia consumed how much of coal in terms of TWh?",508.88 TWh
"In 2019, Australia consumed how much of coal in terms of TWh?",486.39 TWh
"In 2020, Australia consumed how much of coal in terms of TWh?",468.06 TWh
"In 2021, Australia consumed how much of coal in terms of TWh?",452.45 TWh
"In 2022, Australia consumed how much of coal in terms of TWh?",429.01 TWh
"In 2023, Australia consumed how much of coal in terms of TWh?",419.01 TWh
"In 1965, Austria consumed how much of coal in terms of TWh?",59.11 TWh
"In 1966, Austria consumed how much of coal in terms of TWh?",56.47 TWh
"In 1967, Austria consumed how much of coal in terms of TWh?",53.45 TWh
"In 1968, Austria consumed how much of coal in terms of TWh?",52.77 TWh
"In 1969, Austria consumed how much of coal in terms of TWh?",51.94 TWh
"In 1970, Austria consumed how much of coal in terms of TWh?",55.85 TWh
"In 1971, Austria consumed how much of coal in terms of TWh?",51.23 TWh
"In 1972, Austria consumed how much of coal in terms of TWh?",46.45 TWh
"In 1973, Austria consumed how much of coal in terms of TWh?",46.17 TWh
"In 1974, Austria consumed how much of coal in terms of TWh?",48.72 TWh
"In 1975, Austria consumed how much of coal in terms of TWh?",42.34 TWh
"In 1976, Austria consumed how much of coal in terms of TWh?",45.06 TWh
"In 1977, Austria consumed how much of coal in terms of TWh?",37.80 TWh
"In 1978, Austria consumed how much of coal in terms of TWh?",38.40 TWh
"In 1979, Austria consumed how much of coal in terms of TWh?",41.69 TWh
"In 1980, Austria consumed how much of coal in terms of TWh?",42.83 TWh
"In 1981, Austria consumed how much of coal in terms of TWh?",43.85 TWh
"In 1982, Austria consumed how much of coal in terms of TWh?",41.71 TWh
"In 1983, Austria consumed how much of coal in terms of TWh?",44.66 TWh
"In 1984, Austria consumed how much of coal in terms of TWh?",50.89 TWh
"In 1985, Austria consumed how much of coal in terms of TWh?",50.81 TWh
"In 1986, Austria consumed how much of coal in terms of TWh?",45.30 TWh
"In 1987, Austria consumed how much of coal in terms of TWh?",44.94 TWh
"In 1988, Austria consumed how much of coal in terms of TWh?",43.03 TWh
"In 1989, Austria consumed how much of coal in terms of TWh?",43.23 TWh
"In 1990, Austria consumed how much of coal in terms of TWh?",47.64 TWh
"In 1991, Austria consumed how much of coal in terms of TWh?",49.97 TWh
"In 1992, Austria consumed how much of coal in terms of TWh?",38.88 TWh
"In 1993, Austria consumed how much of coal in terms of TWh?",34.96 TWh
"In 1994, Austria consumed how much of coal in terms of TWh?",35.45 TWh
"In 1995, Austria consumed how much of coal in terms of TWh?",40.34 TWh
"In 1996, Austria consumed how much of coal in terms of TWh?",40.51 TWh
"In 1997, Austria consumed how much of coal in terms of TWh?",42.97 TWh
"In 1998, Austria consumed how much of coal in terms of TWh?",37.83 TWh
"In 1999, Austria consumed how much of coal in terms of TWh?",37.68 TWh
"In 2000, Austria consumed how much of coal in terms of TWh?",42.47 TWh
"In 2001, Austria consumed how much of coal in terms of TWh?",43.88 TWh
"In 2002, Austria consumed how much of coal in terms of TWh?",44.58 TWh
"In 2003, Austria consumed how much of coal in terms of TWh?",47.55 TWh
"In 2004, Austria consumed how much of coal in terms of TWh?",46.58 TWh
"In 2005, Austria consumed how much of coal in terms of TWh?",46.73 TWh
"In 2006, Austria consumed how much of coal in terms of TWh?",46.67 TWh
"In 2007, Austria consumed how much of coal in terms of TWh?",45.04 TWh
"In 2008, Austria consumed how much of coal in terms of TWh?",44.52 TWh
"In 2009, Austria consumed how much of coal in terms of TWh?",33.46 TWh
"In 2010, Austria consumed how much of coal in terms of TWh?",39.34 TWh
"In 2011, Austria consumed how much of coal in terms of TWh?",40.41 TWh
"In 2012, Austria consumed how much of coal in terms of TWh?",37.62 TWh
"In 2013, Austria consumed how much of coal in terms of TWh?",38.13 TWh
"In 2014, Austria consumed how much of coal in terms of TWh?",35.02 TWh
"In 2015, Austria consumed how much of coal in terms of TWh?",38.00 TWh
"In 2016, Austria consumed how much of coal in terms of TWh?",35.45 TWh
"In 2017, Austria consumed how much of coal in terms of TWh?",36.56 TWh
"In 2018, Austria consumed how much of coal in terms of TWh?",32.28 TWh
"In 2019, Austria consumed how much of coal in terms of TWh?",33.94 TWh
"In 2020, Austria consumed how much of coal in terms of TWh?",29.03 TWh
"In 2021, Austria consumed how much of coal in terms of TWh?",30.16 TWh
"In 2022, Austria consumed how much of coal in terms of TWh?",28.64 TWh
"In 2023, Austria consumed how much of coal in terms of TWh?",26.74 TWh
"In 1985, Azerbaijan consumed how much of coal in terms of TWh?",1.07 TWh
"In 1986, Azerbaijan consumed how much of coal in terms of TWh?",1.07 TWh
"In 1987, Azerbaijan consumed how much of coal in terms of TWh?",1.07 TWh
"In 1988, Azerbaijan consumed how much of coal in terms of TWh?",1.07 TWh
"In 1989, Azerbaijan consumed how much of coal in terms of TWh?",1.07 TWh
"In 1990, Azerbaijan consumed how much of coal in terms of TWh?",1.04 TWh
"In 1991, Azerbaijan consumed how much of coal in terms of TWh?",0.78 TWh
"In 1992, Azerbaijan consumed how much of coal in terms of TWh?",0.14 TWh
"In 1993, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 1994, Azerbaijan consumed how much of coal in terms of TWh?",0.05 TWh
"In 1995, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 1996, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 1997, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 1998, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 1999, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 2000, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 2001, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 2002, Azerbaijan consumed how much of coal in terms of TWh?",0.02 TWh
"In 2003, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 2004, Azerbaijan consumed how much of coal in terms of TWh?",0.01 TWh
"In 2005, Azerbaijan consumed how much of coal in terms of TWh?",0.04 TWh
"In 2006, Azerbaijan consumed how much of coal in terms of TWh?",0.04 TWh
"In 2007, Azerbaijan consumed how much of coal in terms of TWh?",0.06 TWh
"In 2008, Azerbaijan consumed how much of coal in terms of TWh?",0.05 TWh
"In 2009, Azerbaijan consumed how much of coal in terms of TWh?",0.05 TWh
"In 2010, Azerbaijan consumed how much of coal in terms of TWh?",0.05 TWh
"In 2011, Azerbaijan consumed how much of coal in terms of TWh?",0.04 TWh
"In 2012, Azerbaijan consumed how much of coal in terms of TWh?",0.04 TWh
"In 2013, Azerbaijan consumed how much of coal in terms of TWh?",0.04 TWh
"In 2014, Azerbaijan consumed how much of coal in terms of TWh?",0.02 TWh
"In 2015, Azerbaijan consumed how much of coal in terms of TWh?",0.03 TWh
"In 2016, Azerbaijan consumed how much of coal in terms of TWh?",0.01 TWh
"In 2017, Azerbaijan consumed how much of coal in terms of TWh?",0.01 TWh
"In 2018, Azerbaijan consumed how much of coal in terms of TWh?",0.01 TWh
"In 2019, Azerbaijan consumed how much of coal in terms of TWh?",0.01 TWh
"In 2020, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 2021, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 2022, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 2023, Azerbaijan consumed how much of coal in terms of TWh?",0.00 TWh
"In 1971, Bangladesh consumed how much of coal in terms of TWh?",1.09 TWh
"In 1972, Bangladesh consumed how much of coal in terms of TWh?",1.09 TWh
"In 1973, Bangladesh consumed how much of coal in terms of TWh?",1.41 TWh
"In 1974, Bangladesh consumed how much of coal in terms of TWh?",1.26 TWh
"In 1975, Bangladesh consumed how much of coal in terms of TWh?",1.45 TWh
"In 1976, Bangladesh consumed how much of coal in terms of TWh?",1.44 TWh
"In 1977, Bangladesh consumed how much of coal in terms of TWh?",1.50 TWh
"In 1978, Bangladesh consumed how much of coal in terms of TWh?",1.45 TWh
"In 1979, Bangladesh consumed how much of coal in terms of TWh?",1.08 TWh
"In 1980, Bangladesh consumed how much of coal in terms of TWh?",1.44 TWh
"In 1981, Bangladesh consumed how much of coal in terms of TWh?",1.48 TWh
"In 1982, Bangladesh consumed how much of coal in terms of TWh?",1.80 TWh
"In 1983, Bangladesh consumed how much of coal in terms of TWh?",1.02 TWh
"In 1984, Bangladesh consumed how much of coal in terms of TWh?",0.41 TWh
"In 1985, Bangladesh consumed how much of coal in terms of TWh?",0.57 TWh
"In 1986, Bangladesh consumed how much of coal in terms of TWh?",0.86 TWh
"In 1987, Bangladesh consumed how much of coal in terms of TWh?",1.35 TWh
"In 1988, Bangladesh consumed how much of coal in terms of TWh?",1.40 TWh
"In 1989, Bangladesh consumed how much of coal in terms of TWh?",1.45 TWh
"In 1990, Bangladesh consumed how much of coal in terms of TWh?",3.27 TWh
"In 1991, Bangladesh consumed how much of coal in terms of TWh?",1.05 TWh
"In 1992, Bangladesh consumed how much of coal in terms of TWh?",0.98 TWh
"In 1993, Bangladesh consumed how much of coal in terms of TWh?",0.37 TWh
"In 1994, Bangladesh consumed how much of coal in terms of TWh?",0.34 TWh
"In 1995, Bangladesh consumed how much of coal in terms of TWh?",3.73 TWh
"In 1996, Bangladesh consumed how much of coal in terms of TWh?",2.05 TWh
"In 1997, Bangladesh consumed how much of coal in terms of TWh?",3.76 TWh
"In 1998, Bangladesh consumed how much of coal in terms of TWh?",1.08 TWh
"In 1999, Bangladesh consumed how much of coal in terms of TWh?",0.53 TWh
"In 2000, Bangladesh consumed how much of coal in terms of TWh?",3.84 TWh
"In 2001, Bangladesh consumed how much of coal in terms of TWh?",4.07 TWh
"In 2002, Bangladesh consumed how much of coal in terms of TWh?",4.25 TWh
"In 2003, Bangladesh consumed how much of coal in terms of TWh?",4.06 TWh
"In 2004, Bangladesh consumed how much of coal in terms of TWh?",4.07 TWh
"In 2005, Bangladesh consumed how much of coal in terms of TWh?",8.35 TWh
"In 2006, Bangladesh consumed how much of coal in terms of TWh?",12.68 TWh
"In 2007, Bangladesh consumed how much of coal in terms of TWh?",10.35 TWh
"In 2008, Bangladesh consumed how much of coal in terms of TWh?",10.90 TWh
"In 2009, Bangladesh consumed how much of coal in terms of TWh?",13.61 TWh
"In 2010, Bangladesh consumed how much of coal in terms of TWh?",8.68 TWh
"In 2011, Bangladesh consumed how much of coal in terms of TWh?",12.92 TWh
"In 2012, Bangladesh consumed how much of coal in terms of TWh?",10.66 TWh
"In 2013, Bangladesh consumed how much of coal in terms of TWh?",14.76 TWh
"In 2014, Bangladesh consumed how much of coal in terms of TWh?",9.35 TWh
"In 2015, Bangladesh consumed how much of coal in terms of TWh?",30.63 TWh
"In 2016, Bangladesh consumed how much of coal in terms of TWh?",23.04 TWh
"In 2017, Bangladesh consumed how much of coal in terms of TWh?",25.12 TWh
"In 2018, Bangladesh consumed how much of coal in terms of TWh?",28.57 TWh
"In 2019, Bangladesh consumed how much of coal in terms of TWh?",48.06 TWh
"In 2020, Bangladesh consumed how much of coal in terms of TWh?",52.35 TWh
"In 2021, Bangladesh consumed how much of coal in terms of TWh?",42.31 TWh
"In 2022, Bangladesh consumed how much of coal in terms of TWh?",55.40 TWh
"In 2023, Bangladesh consumed how much of coal in terms of TWh?",78.29 TWh
"In 1985, Belarus consumed how much of coal in terms of TWh?",25.11 TWh
"In 1986, Belarus consumed how much of coal in terms of TWh?",27.47 TWh
"In 1987, Belarus consumed how much of coal in terms of TWh?",26.71 TWh
"In 1988, Belarus consumed how much of coal in terms of TWh?",28.62 TWh
"In 1989, Belarus consumed how much of coal in terms of TWh?",28.09 TWh
"In 1990, Belarus consumed how much of coal in terms of TWh?",24.71 TWh
"In 1991, Belarus consumed how much of coal in terms of TWh?",23.47 TWh
"In 1992, Belarus consumed how much of coal in terms of TWh?",19.55 TWh
"In 1993, Belarus consumed how much of coal in terms of TWh?",16.79 TWh
"In 1994, Belarus consumed how much of coal in terms of TWh?",11.76 TWh
"In 1995, Belarus consumed how much of coal in terms of TWh?",11.07 TWh
"In 1996, Belarus consumed how much of coal in terms of TWh?",13.43 TWh
"In 1997, Belarus consumed how much of coal in terms of TWh?",14.16 TWh
"In 1998, Belarus consumed how much of coal in terms of TWh?",12.56 TWh
"In 1999, Belarus consumed how much of coal in terms of TWh?",11.66 TWh
"In 2000, Belarus consumed how much of coal in terms of TWh?",11.57 TWh
"In 2001, Belarus consumed how much of coal in terms of TWh?",8.31 TWh
"In 2002, Belarus consumed how much of coal in terms of TWh?",7.84 TWh
"In 2003, Belarus consumed how much of coal in terms of TWh?",7.38 TWh
"In 2004, Belarus consumed how much of coal in terms of TWh?",7.23 TWh
"In 2005, Belarus consumed how much of coal in terms of TWh?",7.98 TWh
"In 2006, Belarus consumed how much of coal in terms of TWh?",7.14 TWh
"In 2007, Belarus consumed how much of coal in terms of TWh?",8.08 TWh
"In 2008, Belarus consumed how much of coal in terms of TWh?",7.53 TWh
"In 2009, Belarus consumed how much of coal in terms of TWh?",7.18 TWh
"In 2010, Belarus consumed how much of coal in terms of TWh?",7.51 TWh
"In 2011, Belarus consumed how much of coal in terms of TWh?",9.02 TWh
"In 2012, Belarus consumed how much of coal in terms of TWh?",9.20 TWh
"In 2013, Belarus consumed how much of coal in terms of TWh?",9.76 TWh
"In 2014, Belarus consumed how much of coal in terms of TWh?",9.69 TWh
"In 2015, Belarus consumed how much of coal in terms of TWh?",8.61 TWh
"In 2016, Belarus consumed how much of coal in terms of TWh?",9.47 TWh
"In 2017, Belarus consumed how much of coal in terms of TWh?",9.79 TWh
"In 2018, Belarus consumed how much of coal in terms of TWh?",14.69 TWh
"In 2019, Belarus consumed how much of coal in terms of TWh?",15.47 TWh
"In 2020, Belarus consumed how much of coal in terms of TWh?",9.73 TWh
"In 2021, Belarus consumed how much of coal in terms of TWh?",9.90 TWh
"In 2022, Belarus consumed how much of coal in terms of TWh?",10.88 TWh
"In 2023, Belarus consumed how much of coal in terms of TWh?",11.26 TWh
"In 1965, Belgium consumed how much of coal in terms of TWh?",222.94 TWh
"In 1966, Belgium consumed how much of coal in terms of TWh?",203.37 TWh
"In 1967, Belgium consumed how much of coal in terms of TWh?",199.60 TWh
